Currency Portfolio,SD_A,SD_B,Correlation,Weight_A,Weight_B,SD_Portfolio
"EURCAD, CADJPY",0.0038823618277154096,0.005006462273863392,-0.82063195,0.5687825718837503,0.4302174281362505,0.001307355826057761
"EURCAD, CHFJPY",0.0038823618277154096,0.003540047728632148,-0.282865307,0.4636303254701495,0.5353696745404953,0.0022140276008963695
"EURCAD, GBPAUD",0.0038823618277154096,0.0037629093399284635,-0.026889256,0.48430808916970847,0.5146919108384751,0.002662798238758162
"EURCAD, GBPCAD",0.0038823618277154096,0.0036677072192094467,0.608452834,0.41335901057314706,0.58564101423002,0.0033740032157208192
"EURCAD, GBPCHF",0.0038823618277154096,0.003926983303523448,-0.478291058,0.5033535857155101,0.4956464142996534,0.001992198325791864
"EURCAD, GBPJPY",0.0038823618277154096,0.004258289372084055,-0.606455427,0.5281953043165614,0.4708046957030942,0.0017994346154644111
"EURCAD, GBPNZD",0.0038823618277154096,0.004486613738405376,-0.028125,0.5693064293380266,0.4296935707885472,0.00289174933471382
"EURCAD, GBPUSD",0.0038823618277154096,0.004008065275354046,-0.23914925,0.512323781941906,0.4866762185947085,0.0024301141186348733
"EURCAD, NZDCAD",0.0038823618277154096,0.004623473598561431,-0.078486216,0.579712639635881,0.41928736109471254,0.0028528228829764416
"EURCAD, NZDCHF",0.0038823618277154096,0.0053085813137106206,0.032225058,0.6556710955017921,0.34332890449940856,0.003178157555417872
"EURCAD, NZDJPY",0.0038823618277154096,0.006011406094778575,-0.480532725,0.6423648960418068,0.3566351096061054,0.0023827045859597822
"EURCAD, NZDUSD",0.0038823618277154096,0.00631840931500294,-0.17042256,0.6954178237571367,0.3035821763189861,0.003033715931225411
"EURCAD, USDCAD",0.0038823618277154096,0.00428429729945368,0.659788605,0.6422988930761192,0.35670110804194594,0.0036854196753500685
"EURCAD, USDCHF",0.0038823618277154096,0.00410165576752468,-0.184987757,0.5227238495117773,0.4762761510087228,0.0025432183616824373
"EURCAD, USDJPY",0.0038823618277154096,0.0032627106971484447,-0.5026588,0.4419826125368,0.5570173874705846,0.0017641510529769486
"EURCHF, EURGBP",0.002256287586533995,0.0031450157923897594,0.034775029,0.6650405424757232,0.33395945840230723,0.001861270125949862
"EURCHF, EURJPY",0.002256287586533995,0.003256026254424975,0.132076521,0.6996979316460705,0.29930206945050164,0.0019617542139596083
"EURCHF, EURNZD",0.002256287586533995,0.004604539279170059,0.055001964,0.8194483744977401,0.1795516268602277,0.0020664325436479114
"EURCHF, AUDCAD",0.002256287586533995,0.0039372166273831145,0.006931812,0.7535524870853806,0.24544751291980293,0.0019614930860167726
"EURCHF, AUDCHF",0.002256287586533995,0.004929714412086799,0.469135107,0.8990000000072986,0.10000000014858995,0.0023012292088563082
"EURCHF, AUDJPY",0.002256287586533995,0.005240560682396569,0.095781648,0.8684896442650809,0.13051035575588488,0.0021364478137640775
"EURCHF, AUDNZD",0.002256287586533995,0.0026594863002857142,-0.019958607,0.5793196633607677,0.41968033666101173,0.0017017816561721876
"EURCHF, AUDUSD",0.002256287586533995,0.005694980352076298,-0.054585328,0.850349688948473,0.1486503115127789,0.0020543855213053515
"EURCHF, CADCHF",0.002256287586533995,0.004572709310072677,0.42408598,0.8989996547249308,0.10000037200283618,0.0022605793767975476
"EURCHF, CADJPY",0.002256287586533995,0.005006462273863392,0.052551225,0.843926540460987,0.15507345967072678,0.002093771015963604
"EURCHF, CHFJPY",0.002256287586533995,0.003540047728632148,-0.388927733,0.6554284797275608,0.34357152221381815,0.0015057068223947665
"EURCHF, GBPAUD",0.002256287586533995,0.0037629093399284635,-0.019373689,0.7308594888042579,0.2681405113199592,0.001916477252347843
"EURCHF, GBPCAD",0.002256287586533995,0.0036677072192094467,-0.045172589,0.715932940426036,0.2830670618033913,0.0018803501073342732
"EURCHF, GBPCHF",0.002256287586533995,0.003926983303523448,0.496260956,0.8989996331195192,0.10000040368482177,0.0022492717082585596
"EURCHF, GBPJPY",0.002256287586533995,0.004258289372084055,0.06586645,0.7961848428004645,0.20281515739969758,0.0020438678035020422
"EURCHF, GBPNZD",0.002256287586533995,0.004486613738405376,-0.004226368,0.7963255527915483,0.20267445008202456,0.002010305680906063
"EURCHF, GBPUSD",0.002256287586533995,0.004008065275354046,-0.070997725,0.7437686503831092,0.2552313522350679,0.0019023501802132839
"EURCHF, NZDCAD",0.002256287586533995,0.004623473598561431,-0.071868765,0.790380908096031,0.20861909192947542,0.001965542661213218
"EURCHF, NZDCHF",0.002256287586533995,0.0053085813137106206,-0.204711647,0.8015379195908482,0.19746208575084778,0.0018956063359032126
"EURCHF, NZDJPY",0.002256287586533995,0.006011406094778575,0.063702059,0.8920804805199531,0.10691951963047952,0.00215157067946302
"EURCHF, NZDUSD",0.002256287586533995,0.00631840931500294,-0.040808859,0.8762746834099899,0.1227253165978906,0.0020940854345082847
"EURCHF, USDCAD",0.002256287586533995,0.00428429729945368,0.074516492,0.8005911483635975,0.19840885336408648,0.002052890835065936
"EURCHF, USDCHF",0.002256287586533995,0.00410165576752468,0.508818202,0.8989999806952056,0.10000001991297724,0.002264797287969981
"EURCHF, USDJPY",0.002256287586533995,0.0032627106971484447,0.176524535,0.7106799691794745,0.28832003097754194,0.0019971676274320492
"EURGBP, EURJPY",0.0031450157923897594,0.003256026254424975,0.034128297,0.5174196424103885,0.48158035764321905,0.0022980413110383797
"EURGBP, EURNZD",0.0031450157923897594,0.004604539279170059,0.354146373,0.7705986399797089,0.2284013602716597,0.002963933930370848
"EURGBP, AUDCAD",0.0031450157923897594,0.0039372166273831145,0.084276449,0.6197569804867673,0.37924301955881123,0.002553283241606722
